"node_index","node_id","node_type","node_name","node_description","indication","mechanism_of_action","node_source"
"205","DRUG_d4fa21f86f","Drug","GLP-1 RA","Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu thấp và tăng dần theo hướng dẫn. | Liều lượng không được nêu rõ trong văn bản, thường dùng liều khởi đầu 0.5-1 mg/ngày. | Liều khởi đầu thường là 0,6 mg/ngày. Có thể tăng liều lên đến 1,8 mg/ngày nếu cần thiết. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều duy trì theo hướng dẫn.","Điều trị đái tháo đường typ 2, đặc biệt ở người béo phì. | Điều trị đái tháo đường typ 2, đặc biệt cho người béo phì và có nguy cơ tim mạch. | Chỉ định điều trị đái tháo đường típ 2. | Điều trị đái tháo đường typ 2, đặc biệt ở người béo phì.","Tăng tiết insulin, giảm tiết glucagon, làm chậm hấp thu glucose và giảm cảm giác đói. | Tăng tiết insulin, giảm tiết glucagon, làm chậm hấp thu glucose ở ruột và giảm cảm giác đói. | Kích thích tiết insulin, giảm tiết glucagon và làm chậm trống rỗng dạ dày. | Tăng tiết insulin, giảm tiết glucagon, làm chậm hấp thu glucose và giảm cảm giác đói.","https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://web.archive.org/web/https://www.benhviendakhoasongma.gov.vn/bai-viet/benh-dai-thao-duong-220 | https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01"
"206","DRUG_d5b8551803","Drug","Vắc-xin phòng phế cầu","Tiêm hàng năm, đặc biệt cho người có bệnh nền hoặc yếu tố nguy cơ cao. | Tiêm hàng năm, liều lượng theo hướng dẫn của bác sĩ. | Tiêm hàng năm, liều lượng theo hướng dẫn của bác sĩ. | Tiêm định kỳ theo khuyến cáo của bác sĩ chuyên khoa.","Giảm nguy cơ nhiễm trùng đường hô hấp do vi khuẩn Streptococcus pneumoniae. | Giảm nguy cơ nhiễm trùng hô hấp do vi khuẩn Streptococcus pneumoniae. | Giảm nguy cơ nhiễm trùng đường hô hấp do vi khuẩn Streptococcus pneumoniae. | Giảm nguy cơ nhiễm trùng đường hô hấp, đặc biệt ở người có COPD hoặc bệnh nền.","Tạo miễn dịch đặc hiệu chống lại vi khuẩn phế cầu. | Tạo miễn dịch chống lại vi khuẩn Streptococcus pneumoniae. | Tạo miễn dịch đặc hiệu chống lại vi khuẩn phế cầu.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/benh-phoi-tac-nghen-man-tinh-hieu-dung-phong-ngua-va-phat-hien-som-cung-chuyen-gia-benh-vien-bach-mai?id=bef483aa-6fde-433a-b2e8-b373eb7903a6 | https://bachmai.gov.vn/bai-viet/benh-phoi-tac-nghen-man-tinh-hieu-dung-phong-ngua-va-phat-hien-som-cung-chuyen-gia-benh-vien-bach-mai?id=bef483aa-6fde-433a-b2e8-b373eb7903a6"
"207","DRUG_d7185fb1bc","Drug","Thuốc điều trị đái tháo đường","Liều lượng và cách dùng không được nêu cụ thể trong văn bản. | Sử dụng đúng giờ, đúng liều lượng theo phác đồ điều trị của bác sĩ. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản, nhưng cần tuân thủ đúng chỉ định của bác sĩ. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng và hướng dẫn sử dụng không nêu rõ trong văn bản.","Điều trị tăng đường huyết do rối loạn chuyển hóa glucose. | Điều trị đái tháo đường type 2 để kiểm soát đường huyết. | Chỉ định cho người có mức đường huyết cao và không kiểm soát bằng chế độ ăn vận động. | Điều trị bệnh đái tháo đường và kiểm soát đường huyết. | Điều trị đái tháo đường và kiểm soát đường huyết. | Điều trị đái tháo đường và kiểm soát đường huyết. | Chỉ định cho người bệnh đã được chẩn đoán chính xác.","Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng thuốc giúp kiểm soát đường huyết. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng thuốc giúp giảm đường huyết. | Không nêu cụ thể trong văn bản, nhưng thường là ức chế hấp thu glucose hoặc tăng nhạy cảm insulin. | Không nêu cụ thể cơ chế trong văn bản, nhưng tác dụng là hạ đường huyết. | Không nêu rõ cơ chế trong văn bản, nhưng tác dụng là hạ đường huyết. | Không nêu rõ cơ chế trong văn bản, nhưng tác dụng là hạ đường huyết. | Không cung cấp trong văn bản, nhưng có thể là thuốc ức chế hấp thu glucose hoặc tăng tiết insulin.","https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/dich-vu/tiep-nhan-dieu-tri-benh-nhan-dai-thao-duong-tuyp-2-co-bien-chung-mo-mat-do-khong-di-kham-va-tam-soat-som-443.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/dich-vu/tiep-nhan-dieu-tri-benh-nhan-dai-thao-duong-tuyp-2-co-bien-chung-mo-mat-do-khong-di-kham-va-tam-soat-som-443.html | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/chan-doan-som-benh-dai-thao-duong-tip-2?id=59f9c51f-418e-9437-823c-a1a6c23c33e4 | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/chan-doan-som-benh-dai-thao-duong-tip-2?id=59f9c51f-418e-9437-823c-a1a6c23c33e4"
"208","DRUG_dbae115be6","Drug","Thuốc chẹn kênh canxi","Liều lượng không được nêu rõ trong văn bản. | Có thể dùng cho bệnh nhân có suy tim hoặc tăng huyết áp. | Liều lượng không được nêu cụ thể trong văn bản.","Điều trị tăng huyết áp. | Giảm huyết áp bằng cách giãn mạch máu. | Điều trị tăng huyết áp.","Chặn dòng ion canxi vào tế bào cơ trơn mạch máu, làm giãn mạch và giảm huyết áp. | Chặn dòng ion canxi vào tế bào cơ trơn, làm giãn mạch và giảm co thắt tim. | Chặn dòng ion canxi vào tế bào cơ trơn mạch máu, làm giãn mạch và giảm huyết áp.","https://chanthuongvacotsong.bachmai.gov.vn/cao-huyet-ap-am-tham-ma-rat-hiem/ | https://tamanhhospital.vn/tang-huyet-ap-thu-phat/ | https://chanthuongvacotsong.bachmai.gov.vn/cao-huyet-ap-am-tham-ma-rat-hiem/"
"209","DRUG_dc227bd582","Drug","Thuốc kháng histamin","Liều lượng thường dùng là 2.5 - 10 mg mỗi ngày, uống theo chỉ định.","Dùng để giảm phản ứng dị ứng, phù nề đường thở.","Ức chế thụ thể H1, làm giảm tiết dịch nhầy và co thắt cơ trơn.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan"
"210","DRUG_dd189b15a8","Drug","Thuốc điều chỉnh lối sống","Giảm muối, không hút thuốc, tập thể dục, kiểm soát cân nặng.","Hỗ trợ điều trị và phòng ngừa tiến triển bệnh.","Không phải thuốc dược lý, mà là thay đổi hành vi sinh hoạt.","https://web.archive.org/web/https://medlatec.vn/tin-tuc/hep-dong-mach-than-la-gi-muc-do-nguy-hiem-va-phuong-phap-dieu-tri"
"211","DRUG_df18ff744c","Drug","Sulfonylurea","Liều khởi đầu thường là 0,5 - 1 mg/ngày. Cần theo dõi glucose máu và chức năng thận. | Liều khởi đầu thường là 0,5 mg/ngày, tăng dần lên 1-2 mg/ngày. | Liều thường bắt đầu từ 0,5 mg/ngày, tăng dần lên 1-2 mg/ngày. | Liều khởi đầu thường là 0,5 mg/ngày, chia 1-2 lần. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Cần theo dõi glucose máu và chức năng thận. | Chi phí thấp, hiệu quả cao, dễ tiếp cận ở người dân Việt Nam và châu Á. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Cần theo dõi glucose máu và chức năng thận. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Cần theo dõi glucose máu và chức năng thận. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Có thể tăng liều theo từng bước nếu cần thiết. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Có thể tăng liều nếu cần thiết. | Liều khởi đầu thường là 0,5 mg/ngày, tăng dần lên 1-2 mg/ngày. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Cần theo dõi glucose máu và chức năng thận. | Liều khởi đầu thường là 0,5 - 1 mg/ngày. Có thể tăng liều nếu cần thiết. | Liều khởi đầu thường là 0,5 mg/ngày, tăng dần lên 1-2 mg/ngày.","Chỉ định điều trị đái tháo đường týp 2 ở người có BMI dưới 23. | Thuốc đầu tiên cho người có BMI < 23. | Thuốc lựa chọn ban đầu cho người có BMI < 23. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI dưới 23. | Kiểm soát đường huyết trong đái tháo đường típ 2. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI dưới 23. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI dưới 23. | Chỉ định điều trị đái tháo đường típ 2. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI < 23. | Thuốc đầu tiên cho người có BMI < 23. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI dưới 23. | Chỉ định điều trị đái tháo đường týp 2 ở người có BMI < 23. | Thuốc đầu tiên cho người có BMI < 23.","Tăng bài tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tế bào beta tụy. | Tăng bài tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tế bào β. | Tăng bài tiết insulin từ tế bào beta tụy. | Tăng bài tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tế bào beta tụy. | Tăng bài tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tế bào beta tụy. | Kích thích tiết insulin từ tế bào beta tụy.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/cap-nhat-xu-huong-moi-trong-dieu-tri-dai-thao-duong-tip-2?id=d4ab61a0-919e-0805-1cdd-fe092c98c88e | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://www.benhviendakhoasongma.gov.vn/bai-viet/benh-dai-thao-duong-220 | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"212","DRUG_e31b941319","Drug","Thuốc điều chỉnh kali","Cần theo dõi định kỳ và điều chỉnh liều lượng phù hợp với mức độ suy thận.","Ngăn ngừa rối loạn điện giải do suy thận mạn.","Giữ cân bằng nồng độ kali trong máu, ngăn ngừa nhịp tim bất thường.","https://www.vinmec.com/vie/bai-viet/dieu-tri-tang-huyet-ap-kem-suy-man-vi"
"213","DRUG_e655a01eae","Drug","Kháng sinh","Sử dụng khi có dấu hiệu nhiễm khuẩn ở phế quản phổi.","Điều trị nhiễm khuẩn đường thở.","Giảm vi khuẩn gây viêm phổi.","https://www.vinmec.com/vie/bai-viet/benh-phoi-tac-nghen-man-tinh-copd-vi"
"214","DRUG_e6e9103098","Drug","Thuốc bổ sung oxy","Liều lượng: 1-3 lít/phút. Tác dụng phụ: khô da, khó chịu ban đầu, tăng nguy cơ nhiễm trùng nếu không vệ sinh thiết bị.","Dùng để tăng lượng oxy vào phổi, cải thiện chức năng hô hấp ở giai đoạn nặng.","Tăng nồng độ O2 trong máu và giảm nhu cầu oxy của cơ thể.","https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/"
"215","DRUG_eac0f247ba","Drug","Thuốc lợi tim mạch","Phải kết hợp với kiểm soát đường huyết, huyết áp và lipid máu.","Sử dụng để phòng ngừa biến cố tim mạch ở người ĐTĐ.","Cơ chế chưa được nêu rõ trong văn bản, nhưng là một phần của 4 trụ cột điều trị.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1"
"216","DRUG_eda85cd2ca","Drug","Corticosteroid","Liều lượng thường dùng là 0.5 - 1 mg/kg/ngày, uống hoặc tiêm bắp.","Dùng để kiểm soát viêm mãn tính đường thở.","Ức chế miễn dịch, giảm tiết cytokine gây viêm.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan"
"217","DRUG_edcd85071c","Drug","Thuốc long đờm","Liều lượng: 2-3 lần/ngày. Tác dụng phụ: tiêu chảy, buồn nôn, dị ứng.","Dùng để làm loãng và làm lỏng chất nhầy, giúp dễ khạc đờm.","Kích thích tiết dịch ẩm và tăng độ nhớt của đờm, giúp dễ thải ra ngoài.","https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/"
"218","DRUG_ef56680c3a","Drug","Thuốc điều trị ĐTĐ","Liều lượng không được nêu rõ trong văn bản.","Chỉ định điều trị đái tháo đường và kiểm soát biến chứng.","Không nêu cụ thể cơ chế trong văn bản, nhưng tác dụng là kiểm soát đường huyết.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html"
"219","DRUG_f114dd6be5","Drug","Insulin bơm thế hệ mới","Liều lượng tùy theo cân nặng, tuổi và mức đường huyết.","Điều trị ĐTĐ típ 1 với độ chính xác cao hơn.","Cung cấp Insulin theo thời gian và liều lượng được lập trình sẵn.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"220","DRUG_f521b0291e","Drug","Antiretroviral protease inhibitors","Liều dùng tùy theo chỉ định, cần kiểm soát đường huyết chặt chẽ.","Dùng trong điều trị HIV, nhưng gây tăng glucose máu.","Ảnh hưởng đến chuyển hóa lipid và insulin, làm giảm nhạy cảm insulin.","https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/"
"221","DRUG_f8a6274169","Drug","Thuốc vận chủ beta tác dụng dài","Dạng hít, dùng đều đặn theo lịch hẹn bác sĩ.","Dùng để kiểm soát triệu chứng hen mạn tính và ngăn ngừa cơn hen.","Kích thích thụ thể beta-2, làm giãn cơ trơn phế quản kéo dài thời gian.","http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html"
"222","DRUG_f9cc2ac4a4","Drug","Thuốc ức chế beta","Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản.","Điều trị tăng huyết áp.","Giảm hoạt động của hệ thần kinh giao cảm, làm chậm nhịp tim và giảm lực co cơ tim.","https://chanthuongvacotsong.bachmai.gov.vn/cao-huyet-ap-am-tham-ma-rat-hiem/"
"223","DRUG_fc5669b52c","Drug","Kali","Truyền tĩnh mạch 1-2 gam/giờ tương đương 20-30mmol kali/giờ cho đến khi nồng độ >3,5 mmol/l.","Bù kali cho người bệnh có nồng độ thấp, đặc biệt khi dùng insulin.","Cung cấp ion kali để duy trì chức năng cơ và điện giải bình thường.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"224","DRUG_ff5f7ea720","Drug","Thuốc điều trị COPD","Tuân thủ hướng dẫn dùng thuốc từ bác sĩ để đạt mục tiêu cải thiện triệu chứng.","Chỉ định điều trị triệu chứng và cải thiện chức năng phổi.","Không nêu cụ thể trong văn bản, nhưng thuốc được dùng theo phác đồ bác sĩ.","https://medlatec.vn/tin-tuc/benh-nhan-phoi-tac-nghen-phoi-man-tinh-song-duoc-bao-lau-cai-thien-tuoi-tho-bang-cach-nao"
"225","DRUG_ffaf431f25","Drug","Thuốc lợi tiểu Thiazid","Là lựa chọn đầu tiên trong điều trị tăng huyết áp.","Điều trị tăng huyết áp thứ phát do nguyên nhân thận hoặc mạch máu.","Giúp thận loại bỏ natri và nước ra khỏi cơ thể.","https://tamanhhospital.vn/tang-huyet-ap-thu-phat/"
